feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	27188	28009	-	SMX53089.1			Phosphatidate cytidylyltransferase	cdsA		CFX1CAM_0023	822	273	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	28029	28754	-					ispU		CFX1CAM_0024	726		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	28029	28754	-	SMX53090.1			undecaprenyl pyrophosphate synthase	ispU		CFX1CAM_0024	726	241	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	28761	29318	-					frr		CFX1CAM_0025	558		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	28761	29318	-	SMX53091.1			ribosome recycling factor	frr		CFX1CAM_0025	558	185	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	29598	30329	-					pyrH		CFX1CAM_0026	732		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	29598	30329	-	SMX53092.1			uridylate kinase	pyrH		CFX1CAM_0026	732	243	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	30396	31031	-					tsf		CFX1CAM_0027	636		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	30396	31031	-	SMX53093.1			Elongation factor Ts	tsf		CFX1CAM_0027	636	211	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	31063	32094	-					rpsB		CFX1CAM_0028	1032		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	31063	32094	-	SMX53094.1			30S ribosomal protein S2	rpsB		CFX1CAM_0028	1032	343	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	32691	33128	+							CFX1CAM_0029	438		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	32691	33128	+	SMX53095.1			Thioesterase superfamily protein			CFX1CAM_0029	438	145	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	33125	34171	+					yhfE		CFX1CAM_0030	1047		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	33125	34171	+	SMX53096.1			putative aminopeptidase YhfE	yhfE		CFX1CAM_0030	1047	348	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	34250	35170	-							CFX1CAM_0031	921		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	34250	35170	-	SMX53097.1			conserved protein of unknown function			CFX1CAM_0031	921	306	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	35259	36392	-							CFX1CAM_0032	1134		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	35259	36392	-	SMX53098.1			conserved protein of unknown function			CFX1CAM_0032	1134	377	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	36437	36625	+							CFX1CAM_0033	189		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	36437	36625	+	SMX53099.1			protein of unknown function			CFX1CAM_0033	189	62	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	37241	39895	+							CFX1CAM_0034	2655		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	37241	39895	+	SMX53100.1			Peptide/nickel transport system substrate-binding protein			CFX1CAM_0034	2655	884	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	39995	41137	+							CFX1CAM_0035	1143		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	39995	41137	+	SMX53101.1			putative oligopeptide ABC transporter permease protein			CFX1CAM_0035	1143	380	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	41134	42474	+							CFX1CAM_0036	1341		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	41134	42474	+	SMX53102.1			putative oligopeptide ABC transporter permease protein			CFX1CAM_0036	1341	446	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	42480	43439	+					oppD		CFX1CAM_0037	960		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	42480	43439	+	SMX53103.1			oligopeptide transporter subunit; ATP-binding component of ABC superfamily	oppD		CFX1CAM_0037	960	319	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	43452	44492	+					dppF		CFX1CAM_0038	1041		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	43452	44492	+	SMX53104.1			dipeptide transporter; ATP-binding component of ABC superfamily	dppF		CFX1CAM_0038	1041	346	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	44489	44719	+							CFX1CAM_0039	231		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	44489	44719	+	SMX53105.1			conserved protein of unknown function			CFX1CAM_0039	231	76	
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	44891	44964	+							CFX1CAM_TRNA3	74		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	44891	44964	+				tRNA-Gln			CFX1CAM_TRNA3	74		
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	45129	46484	+					glmU		CFX1CAM_0040	1356		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	45129	46484	+	SMX53106.1			Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase; Glucosamine-1-phosphate N-acetyltransferase]	glmU		CFX1CAM_0040	1356	451	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	46474	47751	+							CFX1CAM_0041	1278		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	46474	47751	+	SMX53107.1			conserved membrane protein of unknown function			CFX1CAM_0041	1278	425	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	47738	48151	+					cdd		CFX1CAM_0042	414		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	47738	48151	+	SMX53108.1			Cytidine deaminase	cdd		CFX1CAM_0042	414	137	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	48230	49003	+					recO		CFX1CAM_0043	774		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	48230	49003	+	SMX53109.1			DNA repair protein RecO	recO		CFX1CAM_0043	774	257	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	49036	49221	-							CFX1CAM_0044	186		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	49036	49221	-	SMX53110.1			protein of unknown function			CFX1CAM_0044	186	61	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	49187	52180	+					GLYRS		CFX1CAM_0045	2994		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	49187	52180	+	SMX53111.1			Glycine--tRNA ligase 2, chloroplastic/mitochondrial	GLYRS		CFX1CAM_0045	2994	997	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	52447	53097	+							CFX1CAM_0046	651		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	52447	53097	+	SMX53112.1			conserved protein of unknown function			CFX1CAM_0046	651	216	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	53130	53432	+							CFX1CAM_0047	303		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	53130	53432	+	SMX53113.1			conserved protein of unknown function			CFX1CAM_0047	303	100	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	53432	54517	+					mutY		CFX1CAM_0048	1086		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	53432	54517	+	SMX53114.1			A/G-specific adenine glycosylase	mutY		CFX1CAM_0048	1086	361	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	54498	55142	+					pcm		CFX1CAM_0049	645		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	54498	55142	+	SMX53115.1			Protein-L-isoaspartate O-methyltransferase	pcm		CFX1CAM_0049	645	214	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	55181	56092	-							CFX1CAM_0050	912		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	55181	56092	-	SMX53116.1			Caax amino terminal protease			CFX1CAM_0050	912	303	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	56187	56348	+							CFX1CAM_0051	162		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	56187	56348	+	SMX53117.1			protein of unknown function			CFX1CAM_0051	162	53	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	56390	57415	+							CFX1CAM_0052	1026		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	56390	57415	+	SMX53118.1			exported protein of unknown function			CFX1CAM_0052	1026	341	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	57635	58036	-							CFX1CAM_0053	402		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	57635	58036	-	SMX53119.1			protein of unknown function			CFX1CAM_0053	402	133	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	58205	59098	+							CFX1CAM_0054	894		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	58205	59098	+	SMX53120.1			putative YihY family protein			CFX1CAM_0054	894	297	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	59203	60363	+					yqhD		CFX1CAM_0055	1161		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	59203	60363	+	SMX53121.1			alcohol dehydrogenase, NAD(P)-dependent	yqhD		CFX1CAM_0055	1161	386	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	60666	62336	+							CFX1CAM_0056	1671		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	60666	62336	+	SMX53122.1			putative ABC transporter permease protein			CFX1CAM_0056	1671	556	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	62329	63195	+							CFX1CAM_0057	867		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	62329	63195	+	SMX53123.1			Sugar ABC transporter, permease protein			CFX1CAM_0057	867	288	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	63298	64746	+							CFX1CAM_0058	1449		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	63298	64746	+	SMX53124.1			conserved exported protein of unknown function			CFX1CAM_0058	1449	482	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	65058	67607	-							CFX1CAM_0059	2550		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	65058	67607	-	SMX53125.1			exported protein of unknown function			CFX1CAM_0059	2550	849	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	67901	70123	-							CFX1CAM_0060	2223		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	67901	70123	-	SMX53126.1			membrane protein of unknown function			CFX1CAM_0060	2223	740	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	70353	70838	-							CFX1CAM_0061	486		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	70353	70838	-	SMX53127.1			conserved protein of unknown function			CFX1CAM_0061	486	161	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	70981	72330	-							CFX1CAM_0062	1350		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	70981	72330	-	SMX53128.1			conserved protein of unknown function			CFX1CAM_0062	1350	449	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	72327	73649	-							CFX1CAM_0063	1323		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	72327	73649	-	SMX53129.1			conserved membrane protein of unknown function			CFX1CAM_0063	1323	440	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	73769	75145	-					tnaA		CFX1CAM_0064	1377		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	73769	75145	-	SMX53130.1			Tryptophanase	tnaA		CFX1CAM_0064	1377	458	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	75403	76149	-							CFX1CAM_0065	747		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	75403	76149	-	SMX53131.1			conserved protein of unknown function			CFX1CAM_0065	747	248	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	76136	76675	-							CFX1CAM_0066	540		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	76136	76675	-	SMX53132.1			conserved protein of unknown function			CFX1CAM_0066	540	179	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	76701	76922	-							CFX1CAM_0067	222		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	76701	76922	-	SMX53133.1			protein of unknown function			CFX1CAM_0067	222	73	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	77076	77363	-							CFX1CAM_0068	288		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	77076	77363	-	SMX53134.1			protein of unknown function			CFX1CAM_0068	288	95	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	77430	78086	-							CFX1CAM_0069	657		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	77430	78086	-	SMX53135.1			exported protein of unknown function			CFX1CAM_0069	657	218	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	78083	78277	-							CFX1CAM_0070	195		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	78083	78277	-	SMX53136.1			exported protein of unknown function			CFX1CAM_0070	195	64	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	78284	79864	-							CFX1CAM_0071	1581		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	78284	79864	-	SMX53137.1			Lactate permease family protein			CFX1CAM_0071	1581	526	
gene	tRNA	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80112	80194	+							CFX1CAM_TRNA4	83		
tRNA		GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80112	80194	+				tRNA-Leu			CFX1CAM_TRNA4	83		
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80289	80513	+							CFX1CAM_0072	225		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80289	80513	+	SMX53138.1			protein of unknown function			CFX1CAM_0072	225	74	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80516	80695	-							CFX1CAM_0073	180		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80516	80695	-	SMX53139.1			protein of unknown function			CFX1CAM_0073	180	59	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80788	82179	+							CFX1CAM_0074	1392		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	80788	82179	+	SMX53140.1			exported protein of unknown function			CFX1CAM_0074	1392	463	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	82232	82942	-							CFX1CAM_0075	711		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	82232	82942	-	SMX53141.1			conserved exported protein of unknown function			CFX1CAM_0075	711	236	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	83088	83615	+							CFX1CAM_0076	528		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	83088	83615	+	SMX53142.1			conserved protein of unknown function			CFX1CAM_0076	528	175	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	83714	86617	-							CFX1CAM_0077	2904		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	83714	86617	-	SMX53143.1			DnaQ exonuclease/DinG helicase family protein			CFX1CAM_0077	2904	967	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	86947	88770	+					ade		CFX1CAM_0078	1824		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	86947	88770	+	SMX53144.1			Adenine deaminase	ade		CFX1CAM_0078	1824	607	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	89047	90309	+							CFX1CAM_0079	1263		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	89047	90309	+	SMX53145.1			Basic membrane lipoprotein			CFX1CAM_0079	1263	420	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	90381	91895	+							CFX1CAM_0080	1515		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	90381	91895	+	SMX53146.1			ABC transporter related			CFX1CAM_0080	1515	504	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	91873	92916	+							CFX1CAM_0081	1044		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	91873	92916	+	SMX53147.1			ABC-type uncharacterized transport system, permease component			CFX1CAM_0081	1044	347	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	92925	93923	+							CFX1CAM_0082	999		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	92925	93923	+	SMX53148.1			putative ABC uptake transporter, permease protein			CFX1CAM_0082	999	332	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	93926	95062	-							CFX1CAM_0083	1137		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	93926	95062	-	SMX53149.1			Ste24 endopeptidase			CFX1CAM_0083	1137	378	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	95430	97064	+							CFX1CAM_0084	1635		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	95430	97064	+	SMX53150.1			exported protein of unknown function			CFX1CAM_0084	1635	544	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	97585	98598	+							CFX1CAM_0085	1014		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	97585	98598	+	SMX53151.1			Integrase catalytic region			CFX1CAM_0085	1014	337	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	99391	100551	+							CFX1CAM_0086	1161		
CDS	with_protein	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	99391	100551	+	SMX53152.1			putative N-acetylglucosamine-6-phosphate deacetylase			CFX1CAM_0086	1161	386	
gene	protein_coding	GCA_900184705.1	Primary Assembly	chromosome	I	LT859958.1	100548	101339	+							CFX1CAM_0087	792		
