# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  IPR003400.hmm
# target sequence database:        /Users/nmat471/Downloads/z_proteomes_wFns/proteins_orig_plus_flag1-5_wFNs.fasta
# MSA of all hits saved to file:   IPR003400_MotB_ExbD_TolR_hits_alned2.sto
# per-seq hits tabular output:     IPR003400_MotB_ExbD_TolR_seqHitsTable2.txt
# show alignments in output:       no
# domain inclusion threshold:      E-value <= 2
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       ExbD  [M=128]
Accession:   PF02472.19
Description: Biopolymer transport protein ExbD/TolR
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
    9.7e-33  118.8   0.6    1.1e-32  118.7   0.6    1.0  1  KIU31458.1      biopolymer transporter ExbD [Atlantibacter he
    1.1e-32  118.6   0.5    1.2e-32  118.5   0.5    1.0  1  QKS29103.1      MAG: biopolymer transporter ExbD [Candidatus 
    1.2e-32  118.5   0.5    1.4e-32  118.3   0.5    1.0  1  POT56763.1      TonB system transport protein ExbD [Citrobact
    1.3e-32  118.5   0.5    1.5e-32  118.2   0.5    1.0  1  AHF78572.1      Biopolymer transport protein [Sodalis praecap
      2e-32  117.8   0.2    2.2e-32  117.7   0.2    1.0  1  APW42556.1      biopolymer transporter ExbD [Rhodoferax saide
    2.1e-32  117.8   0.2    2.3e-32  117.6   0.2    1.0  1  ACL72455.1      Biopolymer transport protein ExbD/TolR [Thioa
    2.3e-32  117.7   0.3    2.6e-32  117.4   0.3    1.0  1  AHK70542.1      biopolymer transport protein ExbD [Gluconobac
    2.4e-32  117.6   0.1    2.8e-32  117.3   0.1    1.1  1  ABC37003.1      biopolymer transport protein, ExbD/TolR famil
    3.1e-32  117.2   0.1    3.8e-32  116.9   0.1    1.1  1  AEO47595.1      biopolymer transport protein ExbD/TolR [Rhodo
    3.4e-32  117.1   0.6    3.8e-32  116.9   0.6    1.0  1  RYJ18967.1      TonB system transport protein ExbD [Rahnella 
    3.7e-32  117.0   0.0    4.5e-32  116.7   0.0    1.0  1  ACL71954.1      Biopolymer transport protein ExbD/TolR [Thioa
    4.1e-32  116.8   1.0    4.5e-32  116.7   1.0    1.0  1  ACV68871.1      protein TolR [Desulfohalobium retbaense DSM 5
    4.2e-32  116.8   0.7    4.7e-32  116.6   0.7    1.0  1  BAC89081.1      ExbD/TolR family protein [Gloeobacter violace
    4.5e-32  116.7   2.0      5e-32  116.5   2.0    1.0  1  ACN16141.1      TolR [Desulforapulum autotrophicum HRM2]|GCA_
    4.6e-32  116.7   0.5    5.2e-32  116.5   0.5    1.0  1  CCJ73990.1      Biopolymer transport protein ExbD/TolR [Crono
      5e-32  116.6   0.5    5.5e-32  116.4   0.5    1.0  1  AAC76041.1      Ton complex subunit ExbD [Escherichia coli st
      5e-32  116.6   0.5    5.5e-32  116.4   0.5    1.0  1  AAP18340.1      enterochelin transporter (uptake) [Shigella f
      5e-32  116.6   0.5    5.5e-32  116.4   0.5    1.0  1  QKY94847.1      TonB system transport protein ExbD [Shigella 
      5e-32  116.5   1.2    5.6e-32  116.4   1.2    1.0  1  BCB95124.1      protein TolR [Dissulfurispira thermophila]|GC
    5.1e-32  116.5   0.3    5.6e-32  116.4   0.3    1.0  1  GHD95984.1      biopolymer transport protein ExbD [Pseudocitr
    5.4e-32  116.4   2.2      6e-32  116.3   2.2    1.0  1  AAZ25847.1      biopolymer transport exbD protein [Colwellia 
    5.4e-32  116.4   1.2    6.1e-32  116.3   1.2    1.0  1  SNW07145.1      Biopolymer transport protein exbD [Eikenella 
    5.7e-32  116.3   0.1    6.9e-32  116.1   0.1    1.0  1  ATU63283.1      biopolymer transporter ExbD [Rhizobacter gumm
    5.8e-32  116.3   0.6    6.5e-32  116.2   0.6    1.0  1  CBG36123.1      biopolymer transport protein [Escherichia col
      7e-32  116.1   0.2    7.8e-32  115.9   0.2    1.0  1  KLR17657.1      biopolymer transporter ExbD [Enterobacter bug
    7.1e-32  116.0   0.4    7.8e-32  115.9   0.4    1.0  1  ACT49008.1      Biopolymer transport protein ExbD/TolR [Methy
    7.6e-32  116.0   0.9    8.5e-32  115.8   0.9    1.0  1  ACD89826.1      protein TolR [Chlorobium limicola DSM 245]|GC
    8.1e-32  115.9   1.2    8.9e-32  115.7   1.2    1.0  1  ABL64908.1      Cell division and transport-associated protei
    8.2e-32  115.8   1.9      9e-32  115.7   1.9    1.0  1  EAR30272.1      putative TonB system-dependent transport prot
    8.3e-32  115.8   0.2    9.3e-32  115.7   0.2    1.0  1  BAE52017.1      Biopolymer transport protein [Magnetospirillu
    8.7e-32  115.8   0.0    1.1e-31  115.5   0.0    1.1  1  CAH36949.1      putative transport-related membrane protein [
      9e-32  115.7   0.9    1.1e-31  115.5   0.9    1.0  1  AJJ54906.1      TonB system transport protein ExbD [Yersinia 
    9.3e-32  115.7   0.4      1e-31  115.5   0.4    1.0  1  EKT86398.1      biopolymer transporter ExbD [Leptospira santa
    9.6e-32  115.6   0.4    1.1e-31  115.4   0.4    1.0  1  CBJ47629.1      biopolymer transport protein [Erwinia amylovo
    9.7e-32  115.6   0.1    1.2e-31  115.3   0.1    1.1  1  AAU49704.1      biopolymer transport protein, ExbD/TolR famil
      1e-31  115.6   1.6    1.1e-31  115.4   1.6    1.0  1  ACH40504.1      biopolymer transport membrane protein, TolR-r
    1.1e-31  115.5   0.3    1.3e-31  115.2   0.3    1.0  1  KGT88662.1      biopolymer transporter ExbD [Enterobacter can
    1.1e-31  115.4   0.9    1.2e-31  115.3   0.9    1.0  1  ACF11058.1      protein TolR [Chlorobaculum parvum NCIB 8327]
    1.1e-31  115.4   0.7    1.3e-31  115.2   0.7    1.0  1  ACT11405.1      TonB system transport protein ExbD [Pectobact
    1.2e-31  115.3   1.9    1.5e-31  115.0   1.9    1.0  1  GAC25509.1      biopolymer transport protein exbD2 [Paraglaci
    1.2e-31  115.3   0.2    1.5e-31  115.0   0.2    1.0  1  TCV98892.1      outer membrane transport energization protein
    1.3e-31  115.2   2.6    1.4e-31  115.1   2.6    1.0  1  ACT11866.1      Biopolymer transport protein ExbD/TolR [Pecto
    1.3e-31  115.1   2.0    1.5e-31  115.0   2.0    1.0  1  USF25004.1      Tol-Pal system protein TolR [Mucispirillum sc
    1.4e-31  115.1   2.3    1.5e-31  115.0   2.3    1.0  1  AHZ85824.1      biopolymer transporter ExbD [Bdellovibrio bac
    1.4e-31  115.1   2.3    1.5e-31  115.0   2.3    1.0  1  WP_011162789.1  biopolymer transporter ExbD [Bdellovibrio bac
    1.4e-31  115.1   0.5    1.5e-31  115.0   0.5    1.0  1  AAS70217.1      biopolymer transport exbd-related transmembra
    1.4e-31  115.1   3.1    1.5e-31  115.0   3.1    1.0  1  AEP30400.1      Biopolymer transport protein [Glaciecola nitr
    1.6e-31  114.9   0.5    1.7e-31  114.8   0.5    1.0  1  ADY83952.1      putative biopolymer transport protein (ExbD) 
    1.7e-31  114.9   1.8    1.8e-31  114.7   1.8    1.0  1  GAC23144.1      biopolymer transport protein exbD2 [Paraglaci
    1.7e-31  114.8   1.5    2.1e-31  114.5   1.5    1.0  1  EHM39527.1      TonB system transport protein ExbD [Hafnia al
    1.8e-31  114.8   0.1      2e-31  114.6   0.1    1.0  1  AAZ96865.1      biopolymer transport protein ExbD/TolR [Thiob
    1.8e-31  114.7   2.9      2e-31  114.6   2.9    1.0  1  EAR29315.1      TonB system transport protein ExbD2 [Pseudoal
    1.9e-31  114.7   0.6    2.3e-31  114.4   0.6    1.1  1  AAG04359.1      TolR protein [Pseudomonas aeruginosa PAO1]|GC
    1.9e-31  114.7   0.6    2.3e-31  114.4   0.6    1.1  1  AOP59473.1      protein TolR [Pseudomonas aeruginosa]|GCA_001
      2e-31  114.6   0.7    2.3e-31  114.4   0.7    1.0  1  ALA60091.1      Biopolymer transport protein ExbD [Nitrospira
    2.1e-31  114.5   0.2    2.5e-31  114.3   0.2    1.0  1  ADI15491.1      Biopolymer transport protein ExbD/TolR [Truep
    2.1e-31  114.5   0.5    2.4e-31  114.3   0.5    1.0  1  AYZ52270.1      TonB system transport protein ExbD [Klebsiell
    2.2e-31  114.4   0.1    2.8e-31  114.1   0.1    1.0  1  AAY35277.1      outer membrane transport energization protein
    2.3e-31  114.4   0.6    2.8e-31  114.1   0.6    1.0  1  AOO66425.1      TolR-like protein [Sulfurospirillum halorespi
    2.5e-31  114.3   0.5      3e-31  114.0   0.5    1.0  1  ARU96961.1      TonB system transport protein ExbD [Tatumella
    2.6e-31  114.2   0.9    3.2e-31  113.9   0.9    1.0  1  AJJ33284.1      TonB system transport protein ExbD [Yersinia 
    2.6e-31  114.2   0.9    3.2e-31  113.9   0.9    1.0  1  AKS90176.1      TonB system transport protein ExbD [Yersinia 
    2.6e-31  114.2   0.9    3.2e-31  113.9   0.9    1.0  1  EDR30815.1      tonB system transport protein ExbD [Yersinia 
    2.6e-31  114.2   1.8    3.2e-31  113.9   1.8    1.0  1  KGA69516.1      TonB system transport protein ExbD [Yersinia 
    2.6e-31  114.2   0.1    2.9e-31  114.1   0.1    1.0  1  ADD68375.1      Biopolymer transport protein ExbD/TolR [Denit
    2.7e-31  114.2   0.1    2.9e-31  114.1   0.1    1.0  1  UBQ05953.1      biopolymer transporter ExbD [Tepidimonas taiw
    2.7e-31  114.2   3.0      3e-31  114.0   3.0    1.0  1  ACF44366.1      Biopolymer transport protein ExbD/TolR [Pelod
    2.8e-31  114.1   1.9    3.1e-31  114.0   1.9    1.0  1  SHI78726.1      Cell division and transport-associated protei
    2.9e-31  114.1   0.4    3.4e-31  113.9   0.4    1.0  1  KTR97246.1      biopolymer transporter ExbD [Pantoea dispersa
    2.9e-31  114.1   2.0    3.2e-31  113.9   2.0    1.0  1  GAC39744.1      biopolymer transport protein exbD2 [Paraglaci
    2.9e-31  114.1   0.1    3.3e-31  113.9   0.1    1.0  1  CDK97995.1      TolR protein [Magnetospirillum gryphiswaldens
      3e-31  114.0   0.5    3.4e-31  113.9   0.5    1.0  1  AHK71677.1      cell division and transport-associated protei
    3.1e-31  114.0   1.9    3.7e-31  113.7   1.9    1.0  1  ACT47010.1      Biopolymer transport protein ExbD/TolR [Methy
    3.5e-31  113.8   0.4    3.7e-31  113.7   0.4    1.0  1  UPT74213.1      biopolymer transporter ExbD [Elusimicrobia ba
    3.5e-31  113.8   0.1      4e-31  113.6   0.1    1.0  1  AGH77574.1      biopolymer transport protein [Xanthomonas axo
    3.6e-31  113.8   0.5    4.4e-31  113.5   0.5    1.0  1  AAQ58076.1      biopolymer transport exbD transmembrane prote
    3.8e-31  113.7   1.7    4.1e-31  113.6   1.7    1.0  1  AFS36172.1      biopolymer transport protein [Alteromonas mac
    4.1e-31  113.6   0.3    4.6e-31  113.4   0.3    1.0  1  EGI77877.1      biopolymer transport protein ExbD/TolR [Hylem
    4.2e-31  113.5   0.2      5e-31  113.3   0.2    1.0  1  KGT94673.1      biopolymer transporter ExbD [Erwinia typograp
    4.3e-31  113.5   1.2    4.9e-31  113.3   1.2    1.0  1  RPH30907.1      TonB system transport protein ExbD [Buttiauxe
    4.4e-31  113.5   1.3    5.4e-31  113.2   1.3    1.0  1  CFQ35939.1      biopolymer transport protein ExbD [Yersinia b
    4.9e-31  113.3   0.4    5.6e-31  113.1   0.4    1.0  1  ATU67892.1      biopolymer transporter ExbD [Rhizobacter gumm
      5e-31  113.3   0.1    6.3e-31  113.0   0.1    1.0  1  AEO48684.1      biopolymer transport protein ExbD/TolR [Rhodo
    5.2e-31  113.2   0.6    5.9e-31  113.1   0.6    1.0  1  AAL22032.1      uptake of enterochelin [Salmonella enterica s
    5.2e-31  113.2   0.6    5.9e-31  113.1   0.6    1.0  1  AAO70623.1      biopolymer transport ExbD protein [Salmonella
    5.9e-31  113.1   1.3    7.9e-31  112.7   1.3    1.2  1  AQV01681.1      biopolymer transporter ExbD [Desulfococcus mu
    6.1e-31  113.0   1.2    6.7e-31  112.9   1.2    1.0  1  UNU17463.1      biopolymer transporter ExbD [Microcoleus vagi
    6.5e-31  112.9   0.6    7.6e-31  112.7   0.6    1.0  1  TCZ27831.1      TonB system transport protein ExbD [Pantoea a
    6.6e-31  112.9   2.5    7.4e-31  112.8   2.5    1.0  1  CCQ10604.1      Biopolymer transport protein ExbD/TolR [Pseud
    6.6e-31  112.9   1.2      8e-31  112.6   1.2    1.0  1  AGG29909.1      Biopolymer transport protein ExbD/TolR [Morga
    6.9e-31  112.8   1.4    8.4e-31  112.6   1.4    1.0  1  CNK81322.1      biopolymer transport protein ExbD [Yersinia f
    6.9e-31  112.8   1.4    8.4e-31  112.6   1.4    1.0  1  OWF78219.1      biopolymer transport protein ExbD [Yersinia f
    7.4e-31  112.8   0.0    8.3e-31  112.6   0.0    1.0  1  QKS29081.1      MAG: biopolymer transporter ExbD [Candidatus 
    7.6e-31  112.7   0.1    8.4e-31  112.6   0.1    1.0  1  AAZ97462.1      biopolymer transport exbD-related transmembra
    7.6e-31  112.7   1.2    9.2e-31  112.5   1.2    1.0  1  EEQ11059.1      Biopolymer transport ExbD protein [Yersinia m
    8.4e-31  112.6   1.3    9.3e-31  112.4   1.3    1.0  1  BAC93010.1      tonB system transport protein ExbD2 [Vibrio v
    8.9e-31  112.5   1.2      1e-30  112.3   1.2    1.0  1  ACL69930.1      Biopolymer transport protein ExbD/TolR [Halot
      9e-31  112.5   0.1    1.1e-30  112.2   0.1    1.0  1  ABK42995.1      Cell division and transport-associated protei
    9.1e-31  112.5   1.1      1e-30  112.3   1.1    1.0  1  BAC58427.1      TonB system transport protein ExbD2 [Vibrio p
    9.4e-31  112.4   0.7    1.1e-30  112.2   0.7    1.0  1  AGC50117.1      biopolymer ExbD/TolR family transporter [Laws
      1e-30  112.3   1.2    1.1e-30  112.2   1.2    1.0  1  EAS76516.1      TonB system transport protein ExbD2 [Vibrio a
      1e-30  112.3   0.0    1.1e-30  112.2   0.0    1.0  1  UBQ06173.1      biopolymer transporter ExbD [Tepidimonas taiw
      1e-30  112.3   0.0    1.2e-30  112.1   0.0    1.0  1  AHK70456.1      biopolymer transport protein ExbD [Gluconobac
    1.1e-30  112.2   1.5    1.2e-30  112.0   1.5    1.0  1  AAY37332.1      outer membrane transport energization protein
    1.2e-30  112.1   0.2    1.4e-30  111.9   0.2    1.0  1  ABC76752.1      tolR protein [Syntrophus aciditrophicus SB]|G
    1.3e-30  112.0   0.5    1.5e-30  111.8   0.5    1.0  1  ACL64051.1      protein TolR [Anaeromyxobacter dehalogenans 2
    1.3e-30  111.9   0.3    1.5e-30  111.7   0.3    1.0  1  ABA05972.1      Cell division and transport-associated protei
    1.4e-30  111.9   1.4    1.7e-30  111.6   1.4    1.0  1  ABV36185.1      biopolymer transport protein ExbD/TolR [Shewa
    1.5e-30  111.8   1.0    1.7e-30  111.6   1.0    1.0  1  BCB95943.1      hypothetical protein JZK55_08650 [Dissulfuris
    1.6e-30  111.7   0.9    1.8e-30  111.5   0.9    1.0  1  ABQ60278.1      protein TolR [Brucella ovis ATCC 25840]|GCA_0
    1.7e-30  111.6   0.8    1.8e-30  111.5   0.8    1.0  1  APW42521.1      biopolymer transporter ExbD [Rhodoferax saide
    1.7e-30  111.6   1.0      2e-30  111.3   1.0    1.0  1  AFL88266.1      biopolymer transport protein [Terriglobus ros
    1.7e-30  111.6   1.0      2e-30  111.3   1.0    1.0  1  AFL88607.1      biopolymer transport protein [Terriglobus ros
    1.7e-30  111.6   2.5    1.9e-30  111.4   2.5    1.0  1  ABE49826.1      outer membrane transport energization protein
    1.8e-30  111.5   0.1      2e-30  111.4   0.1    1.0  1  WP_011368051.1  biopolymer transporter ExbD [Oleidesulfovibri
    1.9e-30  111.4   5.8    2.2e-30  111.2   5.8    1.0  1  ADN08702.1      TonB system transport protein ExbD [Sulfurimo
    1.9e-30  111.4   0.3    2.1e-30  111.3   0.3    1.0  1  ADZ91221.1      protein TolR [Marinomonas mediterranea MMB-1]
      2e-30  111.4   2.1    2.1e-30  111.3   2.1    1.0  1  UXK07260.1      biopolymer transporter ExbD [Shewanella putre
      2e-30  111.4   0.6    2.2e-30  111.2   0.6    1.0  1  AAY35932.1      outer membrane transport energization protein
    2.1e-30  111.3   1.4    2.3e-30  111.2   1.4    1.0  1  AFS36594.1      biopolymer transport protein [Alteromonas mac
    2.1e-30  111.3   1.3    2.3e-30  111.2   1.3    1.0  1  AAY39512.1      outer membrane transport energization protein
    2.1e-30  111.3   0.1    2.5e-30  111.0   0.1    1.0  1  ABZ97739.1      Biopolymer transport ExbD protein [Leptospira
    2.3e-30  111.2   0.3    2.5e-30  111.0   0.3    1.0  1  QAR33782.1      biopolymer transporter ExbD [Geovibrio thioph
    2.3e-30  111.2   0.2    2.6e-30  111.0   0.2    1.0  1  QAR32928.1      biopolymer transporter ExbD [Geovibrio thioph
    2.3e-30  111.1   0.4    2.6e-30  111.0   0.4    1.0  1  BAM06956.1      biopolymer transport protein ExbD/TolR [Lepto
    2.4e-30  111.1   0.3    2.7e-30  110.9   0.3    1.0  1  ACI21831.1      TolR protein [Thermodesulfovibrio yellowstoni
    2.4e-30  111.1   2.0    2.7e-30  110.9   2.0    1.0  1  AAC07651.1      biopolymer transport ExbD [Aquifex aeolicus V
    2.5e-30  111.0   0.2      3e-30  110.8   0.2    1.0  1  ORN00567.1      TonB system transport protein ExbD [Pantoea s
    3.3e-30  110.7   1.1    3.7e-30  110.5   1.1    1.0  1  AAU49639.1      tolR protein [Burkholderia mallei ATCC 23344]
    3.4e-30  110.6   0.9    3.8e-30  110.5   0.9    1.0  1  ATX81216.1      biopolymer transport protein ExbD/biopolymer 
    3.4e-30  110.6   0.6    3.8e-30  110.4   0.6    1.0  1  ABF91474.1      transport energizing protein, ExbD/TolR famil
    3.4e-30  110.6   0.6    3.8e-30  110.4   0.6    1.0  1  UEO04321.1      biopolymer transporter ExbD [Myxococcus xanth
    3.4e-30  110.6   0.6    3.8e-30  110.4   0.6    1.0  1  WP_011550942.1  MULTISPECIES: biopolymer transporter ExbD [My
    3.5e-30  110.6   0.8    4.3e-30  110.3   0.8    1.0  1  AEI88826.1      TolR biopolymer transport protein [Candidatus
    3.6e-30  110.5   0.8      4e-30  110.4   0.8    1.0  1  QCG47234.1      biopolymer transporter ExbD [Aeromonas schube
    3.8e-30  110.5   1.9    4.3e-30  110.3   1.9    1.0  1  ATX80497.1      biopolymer transport protein ExbD/biopolymer 
    3.9e-30  110.4   0.7    4.2e-30  110.3   0.7    1.0  1  EKB20828.1      hypothetical protein HMPREF1168_01633 [Aeromo
      4e-30  110.4   0.8      5e-30  110.1   0.8    1.0  1  BDB95990.1      protein TolR [Candidatus Hydrogenosomobacter 
    4.1e-30  110.4   0.9    4.5e-30  110.2   0.9    1.0  1  ACT47557.1      Biopolymer transport protein ExbD/TolR [Methy
    4.3e-30  110.3   1.0    4.8e-30  110.1   1.0    1.0  1  CAH36770.1      putative TolR-related protein [Burkholderia p
    4.3e-30  110.3   0.1    4.7e-30  110.2   0.1    1.0  1  CAE09656.1      EXBD\TOLR FAMILY TRANSPORT PROTEIN [Wolinella
    4.3e-30  110.3   0.5    4.8e-30  110.1   0.5    1.0  1  AWV89331.1      biopolymer transporter ExbD [Bradymonas sedim
    4.7e-30  110.2   1.3    5.1e-30  110.0   1.3    1.0  1  EGW23399.1      Biopolymer transport protein ExbD/TolR [Methy
    4.8e-30  110.1   4.7    5.3e-30  110.0   4.7    1.0  1  ADY81774.1      putative biopolymer transport protein (ExbD-l
      5e-30  110.1   0.5    5.6e-30  109.9   0.5    1.0  1  ABK46048.1      outer membrane transport energization protein
    5.1e-30  110.0   1.6    5.7e-30  109.9   1.6    1.0  1  AFS38690.1      biopolymer transport protein ExbD/TolR [Alter
    5.2e-30  110.0   0.3    5.8e-30  109.9   0.3    1.0  1  AAS69504.1      biopolymer transport protein [Leptospira inte
    5.3e-30  110.0   1.4      6e-30  109.8   1.4    1.0  1  ABC36387.1      tolR protein [Burkholderia thailandensis E264
    5.7e-30  109.9   1.5    6.3e-30  109.8   1.5    1.0  1  ADG92229.1      Biopolymer transport protein ExbD/TolR [Arcob
    5.8e-30  109.9   1.9    6.9e-30  109.6   1.9    1.0  1  AAV82948.1      Biopolymer transport protein [Idiomarina loih
    5.9e-30  109.8   0.7    7.1e-30  109.6   0.7    1.0  1  AOM41203.1      TonB system transport protein ExbD [Xenorhabd
    6.2e-30  109.8   0.3    6.9e-30  109.6   0.3    1.0  1  ABK39801.1      biopolymer transport exbD1 protein [Aeromonas
    6.3e-30  109.7   0.9      7e-30  109.6   0.9    1.0  1  ABK37069.1      biopolymer transport exbD2 protein [Aeromonas
    6.4e-30  109.7   0.0    7.1e-30  109.6   0.0    1.0  1  QJR34846.1      biopolymer transporter ExbD [Gemmatimonas gro
      7e-30  109.6   0.1    7.7e-30  109.5   0.1    1.0  1  AAS97571.1      biopolymer transport protein, ExbD/TolR famil
      7e-30  109.6   2.3    7.7e-30  109.5   2.3    1.0  1  QEI18409.1      biopolymer transporter ExbD [Cellvibrio japon
    7.1e-30  109.6   0.7    7.9e-30  109.4   0.7    1.0  1  CAC47320.1      Putative transport transmembrane protein [Sin
    7.2e-30  109.6   0.1      8e-30  109.4   0.1    1.0  1  ABA88752.1      biopolymer transport membrane protein, TolR-r
    7.9e-30  109.4   0.7    8.8e-30  109.3   0.7    1.0  1  CAQ68547.1      BIOPOLYMER TRANSPORT TRANSMEMBRANE PROTEIN [C
    8.8e-30  109.3   0.4    1.1e-29  109.0   0.4    1.0  1  QNQ08777.1      protein TolR [Sphingomonas alpina]|GCA_014490
