# Assembly Statistics Report
# Assembly name:  ASM582v2
# Organism name:  Alkalihalophilus pseudofirmus OF4 (firmicutes)
# Infraspecific name:  strain=OF4
# Taxid:          398511
# BioSample:      SAMN02603086
# BioProject:     PRJNA28811
# Submitter:      Center for Genomic Sciences, Allegheny-Singer Research Institute
# Date:           2010-12-15
# Assembly type:  na
# Release type:   major
# Assembly level: Complete Genome
# Genome representation: full
# GenBank assembly accession: GCA_000005825.2
# RefSeq assembly accession: GCF_000005825.2
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000005835.2	GCF_000005835.2	Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# gc-perc	gc-count/atgc-count as percentage
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
Primary Assembly	na	Chromosome	assembled-molecule	total-length	3858997
Primary Assembly	na	Chromosome	assembled-molecule	ungapped-length	3858997
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-count	1
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-N50	3858997
Primary Assembly	na	Chromosome	assembled-molecule	spanned-gaps	0
Primary Assembly	na	Chromosome	assembled-molecule	unspanned-gaps	0
Primary Assembly	na	Chromosome	assembled-molecule	gc-perc	40.5
Primary Assembly	na	Chromosome	unlocalized-scaffold	total-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	ungapped-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-count	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pBpOF4-01	Plasmid	all	total-length	285222
Primary Assembly	pBpOF4-01	Plasmid	all	ungapped-length	285222
Primary Assembly	pBpOF4-01	Plasmid	all	scaffold-count	1
Primary Assembly	pBpOF4-01	Plasmid	all	scaffold-N50	285222
Primary Assembly	pBpOF4-01	Plasmid	all	spanned-gaps	0
Primary Assembly	pBpOF4-01	Plasmid	all	unspanned-gaps	0
Primary Assembly	pBpOF4-01	Plasmid	all	gc-perc	36
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	total-length	285222
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	ungapped-length	285222
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	scaffold-N50	285222
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pBpOF4-01	Plasmid	assembled-molecule	gc-perc	36
Primary Assembly	pBpOF4-01	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pBpOF4-01	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pBpOF4-01	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pBpOF4-01	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pBpOF4-01	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pBpOF4-01	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pBpOF4-02	Plasmid	all	total-length	105029
Primary Assembly	pBpOF4-02	Plasmid	all	ungapped-length	105029
Primary Assembly	pBpOF4-02	Plasmid	all	scaffold-count	1
Primary Assembly	pBpOF4-02	Plasmid	all	scaffold-N50	105029
Primary Assembly	pBpOF4-02	Plasmid	all	spanned-gaps	0
Primary Assembly	pBpOF4-02	Plasmid	all	unspanned-gaps	0
Primary Assembly	pBpOF4-02	Plasmid	all	gc-perc	35.5
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	total-length	105029
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	ungapped-length	105029
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	scaffold-N50	105029
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pBpOF4-02	Plasmid	assembled-molecule	gc-perc	35.5
Primary Assembly	pBpOF4-02	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pBpOF4-02	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pBpOF4-02	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pBpOF4-02	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pBpOF4-02	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pBpOF4-02	Plasmid	unlocalized-scaffold	unspanned-gaps	0
