# Assembly Statistics Report
# Assembly name:  ASM2140v1
# Organism name:  Borreliella burgdorferi ZS7 (Lyme disease spirochete)
# Infraspecific name:  strain=ZS7
# Taxid:          445985
# BioSample:      SAMN02603438
# BioProject:     PRJNA19839
# Submitter:      J. Craig Venter Institute
# Date:           2008-12-17
# Assembly type:  na
# Release type:   major
# Assembly level: Complete Genome
# Genome representation: full
# GenBank assembly accession: GCA_000021405.1
# RefSeq assembly accession: GCF_000021405.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000021415.1	GCF_000021415.1	Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# gc-perc	gc-count/atgc-count as percentage
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
Primary Assembly	na	Chromosome	all	gc-perc	28.5
Primary Assembly	na	Chromosome	assembled-molecule	total-length	906707
Primary Assembly	na	Chromosome	assembled-molecule	ungapped-length	906707
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-count	1
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-N50	906707
Primary Assembly	na	Chromosome	assembled-molecule	spanned-gaps	0
Primary Assembly	na	Chromosome	assembled-molecule	unspanned-gaps	0
Primary Assembly	na	Chromosome	assembled-molecule	gc-perc	28.5
Primary Assembly	na	Chromosome	unlocalized-scaffold	total-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	ungapped-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-count	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_cp26	Plasmid	all	total-length	26514
Primary Assembly	ZS7_cp26	Plasmid	all	ungapped-length	26514
Primary Assembly	ZS7_cp26	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_cp26	Plasmid	all	scaffold-N50	26514
Primary Assembly	ZS7_cp26	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_cp26	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_cp26	Plasmid	all	gc-perc	26.5
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	total-length	26514
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	ungapped-length	26514
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	scaffold-N50	26514
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_cp26	Plasmid	assembled-molecule	gc-perc	26.5
Primary Assembly	ZS7_cp26	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_cp26	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_cp26	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_cp26	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_cp26	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_cp26	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_cp32-1	Plasmid	all	total-length	30330
Primary Assembly	ZS7_cp32-1	Plasmid	all	ungapped-length	30330
Primary Assembly	ZS7_cp32-1	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_cp32-1	Plasmid	all	scaffold-N50	30330
Primary Assembly	ZS7_cp32-1	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_cp32-1	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_cp32-1	Plasmid	all	gc-perc	29
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	total-length	30330
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	ungapped-length	30330
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	scaffold-N50	30330
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_cp32-1	Plasmid	assembled-molecule	gc-perc	29
Primary Assembly	ZS7_cp32-1	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_cp32-1	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_cp32-1	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_cp32-1	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_cp32-1	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_cp32-1	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_cp32-12	Plasmid	all	total-length	29806
Primary Assembly	ZS7_cp32-12	Plasmid	all	ungapped-length	29806
Primary Assembly	ZS7_cp32-12	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_cp32-12	Plasmid	all	scaffold-N50	29806
Primary Assembly	ZS7_cp32-12	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_cp32-12	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_cp32-12	Plasmid	all	gc-perc	29.5
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	total-length	29806
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	ungapped-length	29806
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	scaffold-N50	29806
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_cp32-12	Plasmid	assembled-molecule	gc-perc	29.5
Primary Assembly	ZS7_cp32-12	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_cp32-12	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_cp32-12	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_cp32-12	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_cp32-12	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_cp32-12	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	total-length	48168
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	ungapped-length	48168
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	scaffold-N50	48168
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	all	gc-perc	28
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	total-length	48168
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	ungapped-length	48168
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	scaffold-N50	48168
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	assembled-molecule	gc-perc	28
Primary Assembly	ZS7_cp32-3+10	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_cp32-3+10	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_cp32-4	Plasmid	all	total-length	30964
Primary Assembly	ZS7_cp32-4	Plasmid	all	ungapped-length	30964
Primary Assembly	ZS7_cp32-4	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_cp32-4	Plasmid	all	scaffold-N50	30964
Primary Assembly	ZS7_cp32-4	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_cp32-4	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_cp32-4	Plasmid	all	gc-perc	29
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	total-length	30964
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	ungapped-length	30964
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	scaffold-N50	30964
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_cp32-4	Plasmid	assembled-molecule	gc-perc	29
Primary Assembly	ZS7_cp32-4	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_cp32-4	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_cp32-4	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_cp32-4	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_cp32-4	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_cp32-4	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_cp32-9	Plasmid	all	total-length	30467
Primary Assembly	ZS7_cp32-9	Plasmid	all	ungapped-length	30467
Primary Assembly	ZS7_cp32-9	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_cp32-9	Plasmid	all	scaffold-N50	30467
Primary Assembly	ZS7_cp32-9	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_cp32-9	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_cp32-9	Plasmid	all	gc-perc	29.5
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	total-length	30467
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	ungapped-length	30467
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	scaffold-N50	30467
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_cp32-9	Plasmid	assembled-molecule	gc-perc	29.5
Primary Assembly	ZS7_cp32-9	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_cp32-9	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_cp32-9	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_cp32-9	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_cp32-9	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_cp32-9	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp17	Plasmid	all	total-length	17266
Primary Assembly	ZS7_lp17	Plasmid	all	ungapped-length	17266
Primary Assembly	ZS7_lp17	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp17	Plasmid	all	scaffold-N50	17266
Primary Assembly	ZS7_lp17	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp17	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp17	Plasmid	all	gc-perc	23
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	total-length	17266
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	ungapped-length	17266
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	scaffold-N50	17266
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp17	Plasmid	assembled-molecule	gc-perc	23
Primary Assembly	ZS7_lp17	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp17	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp17	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp17	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp17	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_lp17	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp25	Plasmid	all	total-length	24326
Primary Assembly	ZS7_lp25	Plasmid	all	ungapped-length	24326
Primary Assembly	ZS7_lp25	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp25	Plasmid	all	scaffold-N50	24326
Primary Assembly	ZS7_lp25	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp25	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp25	Plasmid	all	gc-perc	23.5
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	total-length	24326
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	ungapped-length	24326
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	scaffold-N50	24326
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp25	Plasmid	assembled-molecule	gc-perc	23.5
Primary Assembly	ZS7_lp25	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp25	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp25	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp25	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp25	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_lp25	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp28-1	Plasmid	all	total-length	23422
Primary Assembly	ZS7_lp28-1	Plasmid	all	ungapped-length	23422
Primary Assembly	ZS7_lp28-1	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp28-1	Plasmid	all	scaffold-N50	23422
Primary Assembly	ZS7_lp28-1	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp28-1	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp28-1	Plasmid	all	gc-perc	31.5
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	total-length	23422
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	ungapped-length	23422
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	scaffold-N50	23422
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp28-1	Plasmid	assembled-molecule	gc-perc	31.5
Primary Assembly	ZS7_lp28-1	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp28-1	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp28-1	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp28-1	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp28-1	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_lp28-1	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp28-2	Plasmid	all	total-length	29758
Primary Assembly	ZS7_lp28-2	Plasmid	all	ungapped-length	29758
Primary Assembly	ZS7_lp28-2	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp28-2	Plasmid	all	scaffold-N50	29758
Primary Assembly	ZS7_lp28-2	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp28-2	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp28-2	Plasmid	all	gc-perc	31.5
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	total-length	29758
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	ungapped-length	29758
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	scaffold-N50	29758
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp28-2	Plasmid	assembled-molecule	gc-perc	31.5
Primary Assembly	ZS7_lp28-2	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp28-2	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp28-2	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp28-2	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp28-2	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_lp28-2	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp28-3	Plasmid	all	total-length	28414
Primary Assembly	ZS7_lp28-3	Plasmid	all	ungapped-length	28414
Primary Assembly	ZS7_lp28-3	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp28-3	Plasmid	all	scaffold-N50	28414
Primary Assembly	ZS7_lp28-3	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp28-3	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp28-3	Plasmid	all	gc-perc	25
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	total-length	28414
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	ungapped-length	28414
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	scaffold-N50	28414
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp28-3	Plasmid	assembled-molecule	gc-perc	25
Primary Assembly	ZS7_lp28-3	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp28-3	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp28-3	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp28-3	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp28-3	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_lp28-3	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp28-4	Plasmid	all	total-length	28885
Primary Assembly	ZS7_lp28-4	Plasmid	all	ungapped-length	28885
Primary Assembly	ZS7_lp28-4	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp28-4	Plasmid	all	scaffold-N50	28885
Primary Assembly	ZS7_lp28-4	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp28-4	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp28-4	Plasmid	all	gc-perc	24.5
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	total-length	28885
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	ungapped-length	28885
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	scaffold-N50	28885
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp28-4	Plasmid	assembled-molecule	gc-perc	24.5
Primary Assembly	ZS7_lp28-4	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp28-4	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp28-4	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp28-4	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp28-4	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	ZS7_lp28-4	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	ZS7_lp36	Plasmid	all	total-length	36852
Primary Assembly	ZS7_lp36	Plasmid	all	ungapped-length	36852
Primary Assembly	ZS7_lp36	Plasmid	all	scaffold-count	1
Primary Assembly	ZS7_lp36	Plasmid	all	scaffold-N50	36852
Primary Assembly	ZS7_lp36	Plasmid	all	spanned-gaps	0
Primary Assembly	ZS7_lp36	Plasmid	all	unspanned-gaps	0
Primary Assembly	ZS7_lp36	Plasmid	all	gc-perc	27
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	total-length	36852
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	ungapped-length	36852
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	scaffold-N50	36852
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	ZS7_lp36	Plasmid	assembled-molecule	gc-perc	27
Primary Assembly	ZS7_lp36	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	ZS7_lp36	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	ZS7_lp36	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	ZS7_lp36	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	ZS7_lp36	Plasmid	unlocalized-scaffold	spanned-gaps	0
